,satur index,sterol conc,particle,starting conf,compress,perm,perm err
37,0.3,15,R,fluid,64.92023754643203,38.63302275891216,8.48993704344386
38,0.05,15,R,gel,535.393498815576,2.1301215245286502,3.145505876252444
39,0.05,15,R,fluid,72.65846583151712,28.018494103254437,7.353097169971078
40,0.5,15,R,gel,59.096984638605036,45.031418697710265,9.90721133246923
41,0.5,15,R,fluid,61.10813221297409,81.63229264898132,21.846432912543765
42,0.0,15,R,gel,622.7736281224229,0.12474019815873559,0.31655716588951666
43,0.0,15,R,fluid,18.90816711126887,2.5011100699433952,18.962226598934613
44,0.1,15,R,gel,459.3825663471017,1.27970111118217,2.4160855763831597
45,0.1,15,R,fluid,70.85258533352864,46.718591906638714,12.483090815301361
46,0.45,15,R,gel,58.68420437040557,44.28357036000797,10.092559006249733
47,0.45,15,R,fluid,62.12837790912957,53.365899591006844,12.196358450674678
48,0.25,15,R,gel,29.752755877281025,50.60096309642528,12.505244557239882
49,0.25,15,R,fluid,65.58988239491835,55.894573044869645,14.635777012683466
50,0.15,15,R,gel,3.3810628540255525,24.880165845054808,9.555917045734901
51,0.15,15,R,fluid,68.49313102014861,42.61632201880716,9.171107545870939
52,0.4,15,R,gel,55.3357800725957,49.60462734052316,12.453949953183427
53,0.4,15,R,fluid,63.720000338674765,61.070988013426934,16.349735349182065
54,0.35,15,R,gel,52.39764005979756,42.805297424269135,7.6647975941460675
55,0.35,15,R,fluid,64.24974482310262,50.037901141077846,11.85037460315904
56,0.2,15,T,gel,9.260612122623934,12.046286404401803,3.0726870469009766
57,0.2,15,T,fluid,68.81137133928327,27.7496967458154,5.421825870957911
58,0.3,15,T,gel,36.012384078822585,26.33654107098277,4.21643162103955
59,0.3,15,T,fluid,64.59172405418381,33.359476284270514,5.890147901560667
60,0.05,15,T,gel,495.6847276941368,1.1999933743385576,0.2545526142029783
61,0.05,15,T,fluid,72.04958286295178,17.478178373800937,2.7119273325127446
62,0.5,15,T,gel,57.75559431710566,32.9333803031283,6.488755533464667
63,0.5,15,T,fluid,61.64137361510887,32.19768442470355,5.479505435218188
64,0.0,15,T,gel,623.7764465443846,1.0458089241461292,0.23122727289382833
65,0.0,15,T,fluid,78.65236318959828,0.7901996233826608,0.16523717935277935
66,0.1,15,T,gel,511.71637165437755,1.80830910259449,0.3161627673235583
67,0.1,15,T,fluid,71.34619455200145,21.65385937492991,3.543005746509321
68,0.45,15,T,gel,58.73637249001603,27.126674006525057,4.693903057878014
69,0.45,15,T,fluid,60.39753371440782,29.786087061864144,4.960184568631381
70,0.25,15,T,gel,21.839142818520987,28.429756738163427,5.5026783417982585
71,0.25,15,T,fluid,66.1794160780087,24.422413775120244,3.973503580175652
72,0.15,15,T,gel,387.8421951951491,1.9773403921618018,0.29667806036301736
73,0.15,15,T,fluid,70.08079083647044,24.964934597370164,4.180925326129821
74,0.4,15,T,gel,54.49778984243212,32.75902998130665,5.126980813782116
75,0.4,15,T,fluid,63.00472485076593,32.1336841269691,5.45408181730185
76,0.35,15,T,gel,56.37560028848953,22.826214506028393,4.00435460490509
77,0.35,15,T,fluid,65.08787009978859,26.79728839200589,4.346241679205177
78,0.2,15,S,gel,6.686742405040279,7.866665459901294,1.9673933529586676
79,0.2,15,S,fluid,67.84831404508834,25.926611271246816,4.6029227661150856
80,0.3,15,S,gel,41.900291509100526,30.691440413512314,5.604762529471746
81,0.3,15,S,fluid,64.27427272766309,34.78145216194191,8.000718034515558
82,0.05,15,S,gel,509.8071315025284,0.5646880231419004,0.18137081542083255
83,0.05,15,S,fluid,71.07503268969786,19.39097280427444,3.7917034328754
84,0.5,15,S,gel,56.595999593044176,44.83231756750892,8.628286069824112
85,0.5,15,S,fluid,62.017524540097476,32.04499763307296,6.2791519182463515
86,0.0,15,S,gel,617.9485574774692,0.3433525749144525,0.10663188798736324
87,0.0,15,S,fluid(1),,0.952004370326043,0.8785095808187853
88,0.0,15,S,gel(1),,0.27281852260052936,0.13833946769048366
89,0.0,15,S,fluid,100.44391872307897,0.47773134725124033,0.35172051440674185
90,0.1,15,S,gel,431.2307896543086,0.6599250571340599,0.21946983351905563
91,0.1,15,S,fluid,71.95382630095268,22.659426026996858,3.4548380605710585
92,0.45,15,S,gel,56.619259407936035,47.75790471920412,9.937514788536992
93,0.45,15,S,fluid,61.27533249918163,33.71439658939816,5.6510984572300895
94,0.25,15,S,gel,18.326838494065203,25.176587674307722,5.253715241311026
95,0.25,15,S,fluid,67.1931817416751,33.18866769940124,5.739577818020765
96,0.15,15,S,gel,358.5606416591834,0.9688356893939007,0.23450308919949053
97,0.15,15,S,fluid,69.95179781216274,24.706971950281147,4.022117141351881
98,0.4,15,S,gel,56.42470480690822,29.9021400879819,4.690816946047811
99,0.4,15,S,fluid,61.73962981167631,39.49373561340774,6.965157148525584
100,0.35,15,S,gel,53.7459195804576,29.125114972562123,5.500378795008888
101,0.35,15,S,fluid,63.305993052527086,31.129844777447033,6.074196332166899
102,0.2,30,R,LOrdered,95.67867749687008,23.726619433998852,6.995653096133944
103,0.3,30,R,LOrdered,82.84765718390364,28.979787019690896,7.653485542447972
104,0.05,30,R,LOrdered,117.33703081997886,15.27602926678635,4.482161740283976
105,0.5,30,R,LOrdered,71.94735061484738,38.72857254775646,9.16611398045159
106,0.0,30,R,LOrdered,115.54169468337675,13.993768952240115,3.8474862212363736
107,0.1,30,R,LOrdered,105.47675234156426,12.440917837972263,2.824488310568216
108,0.45,30,R,LOrdered,72.67184623477392,39.05882252094449,14.031968976029786
109,0.25,30,R,LOrdered,88.13673357949975,31.037458360219098,17.194711122806527
110,0.15,30,R,LOrdered,98.2656755407426,18.42274838872926,5.459318305193311
111,0.4,30,R,LOrdered,74.91365731490167,27.842836623614726,6.461610170059069
112,0.35,30,R,LOrdered,78.88796100827244,35.156538475976774,9.613843934279208
113,0.2,30,T,LOrdered,93.66713806176381,17.991631742915402,2.5980614734916228
114,0.3,30,T,LOrdered,83.08712922913827,20.5652454879979,3.267238554990129
115,0.05,30,T,LOrdered,115.73890180333767,10.489276318939021,1.8167739544610786
116,0.5,30,T,LOrdered,70.2722239295058,23.39492398394046,3.978393448362397
117,0.0,30,T,LOrdered,117.37847157084441,10.915648097360704,1.7045651099628725
118,0.1,30,T,LOrdered,107.07231399124495,13.305925663941881,1.9415215910410912
119,0.45,30,T,LOrdered,75.52717045343485,21.560523044417085,3.1689302086689275
120,0.25,30,T,LOrdered,88.41191954486621,25.1482783306469,5.000714564146221
121,0.15,30,T,LOrdered,101.76540948607537,17.561692162166516,3.066194761539142
122,0.4,30,T,LOrdered,75.50311352017361,21.43037054509212,3.5647467917108107
123,0.35,30,T,LOrdered,80.2978554335103,25.6557192714674,5.380991067708669
124,0.2,30,S,LOrdered,93.88542617679893,22.389750736537273,4.338009763664376
125,0.3,30,S,LOrdered,83.2676794438896,19.55296444885846,3.6674597119100043
126,0.05,30,S,LOrdered,112.84607851300696,13.980951150876608,2.4591672323301608
127,0.5,30,S,LOrdered,70.55613340075331,36.7562357736316,9.396249299136494
128,0.0,30,S,LOrdered,115.75397135927753,8.467940379520092,1.344580776518521
129,0.0,30,S,LOrdered(1),,8.164915949534878,1.361119037053388
130,0.1,30,S,LOrdered,109.70970543179051,11.578785141981248,1.8033210657159817
131,0.45,30,S,LOrdered,74.05172671027266,28.43010423928405,5.538162954229707
132,0.25,30,S,LOrdered,88.93270546949904,24.17969980051173,5.548325750037516
133,0.15,30,S,LOrdered,104.37435240429431,14.105773441537842,2.5498823765251597
134,0.4,30,S,LOrdered,75.03639436301091,23.473611860443782,4.495623319552886
135,0.35,30,S,LOrdered,79.89890495583798,23.707168289308125,4.274162138776797
136,0.0,0,R,gel,413.2579325193464,0.031176805918844214,579.1790424707423
137,0.0,0,R,fluid,1.6487703258675679,29.211924914491778,5.186342593006546
138,0.45,0,R,gel,301.3543802633313,0.2304886799430463,3.2416103528164624
139,0.45,0,R,fluid,57.93397517242204,78.86520056584948,17.00145673847051
140,0.3,0,R,gel,309.1650749340097,0.0005814213244393565,0.0008344424689577966
141,0.3,0,R,fluid,57.202077302708254,79.69157463571293,20.81262070097229
142,0.05,0,R,gel,311.94479782856234,0.45664769663146926,1.7320038730244172
143,0.05,0,R,fluid,56.16959506475849,64.13416589485009,16.638512701559378
144,0.25,0,R,gel,300.8976452703479,0.00039880351661668594,0.0007575818432488898
145,0.25,0,R,fluid,55.10244943236296,35.063557678676176,6.560200420536631
146,0.15,0,R,gel,286.63183249006545,0.0016991499505093566,0.9202281531907935
147,0.15,0,R,fluid,58.347036503090315,46.891443329437195,10.627537677997257
148,0.35,0,R,gel,283.58825768602463,0.02966345377377961,1.878414522753173
149,0.35,0,R,fluid,56.9547466473625,80.32671524617014,20.649704106599508
150,0.4,0,R,gel,316.41150109019134,0.00042014424638775477,0.002313887127257494
151,0.4,0,R,fluid,57.31565009846345,66.95242824141609,18.113554476157088
152,0.2,0,R,gel,321.5212404803194,1.5095262299810492,10.688865802883525
153,0.2,0,R,fluid,57.54543633126965,59.768733177002574,14.151793331667188
154,0.5,0,R,gel,246.41018223857327,0.04509952094709173,0.06498927700248794
155,0.5,0,R,fluid,57.24858789497299,91.43128744021864,27.621029701181413
156,0.1,0,R,gel,315.2733599983609,5.3300288798982344e-06,0.00014113257609843976
157,0.1,0,R,fluid,57.113582995462906,54.21583130040679,13.166225746009873
158,0.0,0,T,gel,339.6816774940455,0.2887352815002643,0.06779138534451642
159,0.0,0,T,fluid,5.1184169930560826,5.162507604944677,1.3646266494435295
160,0.45,0,T,gel,255.96183691628377,0.7133348399304681,0.12984606501537124
161,0.45,0,T,fluid,59.67824477127611,43.03759284653456,6.974976296537766
162,0.3,0,T,gel,317.1522267892642,0.590937399955272,0.13570633582283156
163,0.3,0,T,fluid,57.451309962538666,31.721166325204983,5.466525517329269
164,0.05,0,T,gel,345.17390247818633,0.2995325122524787,0.08331677523615454
165,0.05,0,T,fluid,56.96425154236474,23.288453150226136,3.9168873720362667
166,0.25,0,T,gel,300.7518969379917,0.34846848679329784,0.12443504683154932
167,0.25,0,T,fluid,58.47128807832617,25.653329631475493,4.560515190304744
168,0.15,0,T,gel,300.95865475959664,0.38938595094653383,0.13785695939361636
169,0.15,0,T,fluid,58.12663613153976,33.87733851241267,6.664052200425149
170,0.35,0,T,gel,346.8115673394999,0.4755313565570256,0.12561730300575114
171,0.35,0,T,fluid,57.2767044764907,32.83915312354296,5.880913640575666
172,0.4,0,T,gel,315.1778875965497,0.7594176550675817,0.21994053846946118
173,0.4,0,T,fluid,57.89899924059543,32.243111035230974,5.188113504856533
174,0.2,0,T,gel,308.5193840822973,0.3595155179182209,0.09394076022425901
175,0.2,0,T,fluid,56.83773825155154,34.82564910801467,6.0040814333897945
176,0.5,0,T,gel,267.7044107399558,0.7458686719653183,0.14587678415078675
177,0.5,0,T,fluid,58.122101132312594,38.457313625381,6.209648428812844
178,0.1,0,T,gel,315.34120568846646,0.2623222148481158,0.07244075285017353
179,0.1,0,T,fluid,57.42426429510737,32.02036264015941,6.15789130554788
180,0.0,0,S,gel,328.98098789442395,0.06216630401830602,0.185823587802257
181,0.0,0,S,fluid,3.9266836228228494,7.678913255730968,2.303661054701352
182,0.45,0,S,gel,283.6993684700095,0.18943012820824856,0.0937456073226742
183,0.45,0,S,fluid,58.38710548969229,55.803529774033414,9.393880119901041
184,0.3,0,S,gel,311.91694972171575,0.23941008477999984,0.18932273552544018
185,0.3,0,S,fluid,56.364785512698944,35.716152100003654,5.771894158319316
186,0.05,0,S,gel,335.89428781940984,0.04605356067825428,0.040755907564383416
187,0.05,0,S,fluid,57.75093026556572,29.284860611990037,5.297638709492411
188,0.25,0,S,gel,320.19163170299544,0.06882650512246398,0.03817237600587244
189,0.25,0,S,fluid,57.204396082458246,47.5863754727992,10.402784195358285
190,0.15,0,S,gel,292.7113984573439,0.08375714268108303,0.05786966949318818
191,0.15,0,S,fluid,56.36517350220159,30.964760242571113,8.334804329541617
192,0.35,0,S,gel,313.1070639001963,0.07343333750477858,0.453977612193217
193,0.35,0,S,fluid,58.22249004299538,33.2315804457095,6.692151621497214
194,0.4,0,S,gel,273.14039061665255,0.45302583213744374,0.20394972456609578
195,0.4,0,S,fluid,58.4317892738231,39.54310800714589,6.412969244954998
196,0.2,0,S,gel,299.63072812102047,0.08064468894938422,0.04504352933881365
197,0.2,0,S,fluid,56.66705890231186,40.50297483371484,7.534988338513127
198,0.5,0,S,gel,253.99676949500346,0.21418792425895022,0.059900605877402514
199,0.5,0,S,fluid,58.61741306995453,48.31116146837268,8.721649487693888
200,0.1,0,S,gel,328.42755721786534,0.23464036492051757,0.6952042143264179
201,0.1,0,S,fluid,56.13432021021871,32.53179607512494,6.344147139181028
